"id","scan_time","pages","count_broken_link","mobile","count_images","count_alt_image","hl1","hl2","hl3","count_flash","count_script","count_frame","count_iframe","count_in_linked","count_out_linked","google","SNSuse","server"
"0","111.99806308746338","131","2","1","648","245","43","286","41","0","707","0","21","216","44","0","1","Apache/2.2.15 (CentOS)"
"1","59.861767292022705","268","19","1","765","576","405","234","129","0","2605","0","0","455","25","1010","0","Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.1e-fips PHP/5.2.17"
"2","10.481703281402588","13","1","1","84","0","26","0","19","0","161","0","0","13","5","5","0","Apache"
"3","2.5277161598205566","14","1","0","85","2","0","0","0","0","40","0","0","15","0","24","0","Apache"
"4","2.2933971881866455","14","1","0","85","2","0","0","0","0","40","0","0","15","0","24","0","Apache"
"6","48.04660892486572","35","0","1","1","0","0","0","171","0","89","0","0","35","1","72","0","Apache/2.4.41 (FreeBSD) OpenSSL/1.0.2s-freebsd"
"8","466.72556924819946","974","237","1","36350","241","165","0","0","2","6182","4","10","2194","263","2770","0","nginx"
"9","27.4417245388031","133","1","0","3078","2708","76","4","2","116","668","2","181","184","1","6","0","Apache"
"11","5.913393974304199","31","1","0","268","161","29","0","28","28","356","2","45","38","0","152","0","Apache"
"12","8.350860595703125","52","0","0","219","14","50","126","41","0","365","0","0","116","6","386","0",\N
"13","11.761981725692749","34","4","1","157","0","90","196","866","0","364","0","1","34","10","139","0",\N
"14","7.836673259735107","58","0","0","884","322","48","174","247","0","285","0","1","58","1","79","0","nginx"
"17","51.4510657787323","103","1","0","6535","126","0","0","90","171","1391","2","8","257","7","243","0","Apache/2.2.3 (CentOS)"
"20","6.20100212097168","65","9","0","682","0","0","0","0","128","238","0","19","68","0","2330","0","Microsoft-IIS/7.5"
"21","6.9184653759002686","65","9","0","682","0","0","0","0","128","238","0","19","68","0","1240","0","Microsoft-IIS/7.5"
"22","7.813849210739136","65","9","0","682","0","0","0","0","128","238","0","19","68","0","1180","0","Microsoft-IIS/7.5"
"23","4.069555997848511","31","3","0","156","0","0","0","0","90","458","2","25","31","1","193","0","Apache"
"26","10.13073205947876","53","2","1","162","83","2","127","49","0","458","0","0","52","3","235","0","Apache/2.2.16 (Unix) mod_ssl/2.2.16 OpenSSL/0.9.8e-fips-rhel5 PHP/5.2.14"
"27","6.007702827453613","53","2","1","162","83","2","127","49","0","458","0","0","52","3","235","0","Apache/2.2.16 (Unix) mod_ssl/2.2.16 OpenSSL/0.9.8e-fips-rhel5 PHP/5.2.14"
"28","15.518638134002686","84","6","0","1711","443","63","0","0","130","773","0","90","157","4","205","0","Apache"
"29","11.690926551818848","36","7","0","650","386","23","0","0","69","193","2","0","186","6","231","0","Apache/2.2.14 (Unix) mod_ssl/2.2.14 OpenSSL/0.9.8e-fips-rhel5 PHP/5.2.12"
"31","155.43713927268982","284","0","1","10967","501","732","1","498","0","5466","0","1","525","7","352","0",\N
"32","11.904513120651245","81","0","0","2052","61","0","0","0","162","196","0","0","97","0","264","0","Apache/2.2.23 (Unix) PHP/5.1.6 DAV/2"
"33","210.60529494285583","859","85","1","7162","606","51","1439","790","0","17811","0","143","1037","106","1300","1","nginx"
"34","14.929231643676758","63","0","1","567","281","106","168","12","0","568","4","0","115","485","238","1","Apache"
"35","25.299211740493774","87","6","0","3011","1501","111","609","72","0","914","0","2","148","6","8","1","nginx"
"37","16.415537357330322","94","1","0","2231","1638","0","61","0","0","665","2","69","212","4","87","0","Apache"
"40","1.0251102447509766","8","0","1","35","0","0","0","0","0","6","3","0","8","0","0","0","Apache/2.2.15 (CentOS)"
"46","7.877131938934326","39","1","0","141","80","26","26","23","0","157","0","0","39","7","261","0","Microsoft-IIS/6.0"
"47","10.86271071434021","39","1","0","141","80","26","26","23","0","157","0","0","39","7","261","0","Microsoft-IIS/6.0"
"48","8.246532917022705","39","1","0","141","80","26","26","23","0","157","0","0","39","7","261","0","Microsoft-IIS/6.0"
"49","23.681353092193604","128","2","0","994","612","117","177","50","54","1579","0","209","137","13","310","0","Microsoft-IIS/5.0"
"50","23.182730674743652","128","2","0","994","612","117","177","50","54","1579","0","209","137","13","310","0","Microsoft-IIS/5.0"
"54","13.892022132873535","30","1","0","345","25","0","0","0","53","212","2","0","30","1","222","0","Microsoft-IIS/5.0"
"55","41.423789262771606","193","0","0","8261","3714","168","155","0","0","1692","0","53","201","21","627","1","Apache"
"56","16.606358766555786","75","36","1","882","100","36","36","52","0","237","0","46","75","4","5310","0","Microsoft-IIS/7.5"
"58","200.72985887527466","76","0","1","600","528","72","0","7","0","1003","0","0","76","5","5490","0",\N
"59","8.148189067840576","36","0","0","813","0","0","0","0","2","43","0","7","36","3","99","0","Apache/2.0.63 (Unix)"
"61","2.8710386753082275","20","4","0","114","12","0","3","0","0","147","0","0","42","0","138","0","Apache"
"64","58.06165099143982","214","0","1","2220","1759","767","306","53","0","3587","0","150","659","2","453","0","Apache"
"65","53.88477826118469","213","0","1","2220","1759","767","306","53","0","3585","0","150","658","2","453","0","Apache"
"66","1434.9407753944397","226","94","0","2092","1155","81","220","63","348","518","10","17","261","11","1040","0","WWW Server/1.1"
"67","147.14869451522827","226","94","0","2092","1155","81","220","63","348","518","10","17","261","11","1040","0","WWW Server/1.1"
"68","131.34810757637024","226","94","0","2092","1155","81","220","63","348","518","10","17","261","11","1040","0","WWW Server/1.1"
"69","104.43246912956238","226","94","0","2092","1155","81","220","63","348","518","10","17","261","11","1040","0","WWW Server/1.1"
"70","162.53380155563354","226","94","0","2092","1155","81","220","63","348","518","10","17","261","11","1040","0","WWW Server/1.1"
"71","74.67976427078247","298","4","1","1780","1724","242","1836","488","0","1744","0","13","348","33","688","0","nginx"
"72","93.87665915489197","298","4","1","1780","1724","242","1836","488","0","1744","0","13","348","33","688","0","nginx"
"73","11.907215356826782","51","0","1","317","68","35","67","16","0","654","0","1","55","2","62","0","Apache"
"74","66.91666555404663","19","0","1","514","51","17","16","13","0","206","0","0","23","4","0","0","Microsoft-IIS/7.5"
"76","43.974172830581665","334","1","0","2654","6","0","0","0","24","257","0","28","873","2","473","0","Apache"
"77","10.641401767730713","56","1","0","520","227","2","0","41","0","376","0","7","60","2","1330","0","Microsoft-IIS/8.5"
"78","8.213205337524414","37","0","0","357","268","79","62","0","0","533","0","1","242","1","2680","0","Apache"
"79","82.81694626808167","331","0","1","4317","1393","257","253","253","172","2818","2","213","347","0","303","0","Apache"
"80","73.19539737701416","331","0","1","4317","1393","257","253","253","172","2818","2","213","347","0","303","0","Apache"
"81","73.14149570465088","331","0","1","4317","1393","257","253","253","172","2818","2","213","347","0","303","0","Apache"
"85","30.47084069252014","29","0","1","1","0","0","0","169","0","73","0","0","29","1","115","0","Apache/2.4.43 (FreeBSD) OpenSSL/1.1.1g"
"88","27.479191064834595","36","0","0","252","0","3","16","0","0","178","1","0","232","11","0","0","Apache/2.2.20 (Unix) mod_ssl/2.2.20 OpenSSL/0.9.8e-fips-rhel5 DAV/2 PHP/5.3.6"
"92","105.75976419448853","122","2","0","1485","539","0","0","1","100","1232","4","307","188","66","5830","1","Apache/2.2.34 (Unix) mod_ssl/2.2.34 OpenSSL/1.0.1u PHP/5.2.17"
"94","26.836376667022705","12","0","1","98","3","18","28","13","0","271","0","0","35","2","782","0","Apache/2.4.6 (CentOS) OpenSSL/1.0.2k-fips mod_fcgid/2.3.9 PHP/5.4.45"
"95","20.23338532447815","88","0","1","336","41","4","89","29","0","568","0","0","87","1","173","0","Apache"
"98","3.4925944805145264","21","1","0","299","34","0","2","0","94","67","0","0","27","2","114","0","Apache/2.4.39 (Unix) OpenSSL/1.0.1e-fips PHP/5.2.17"
"101","2.9541244506835938","26","0","0","369","0","0","0","0","0","44","0","0","26","0","25","0","Apache"
"104","8.575426816940308","33","0","0","169","0","0","0","0","54","1","0","1","33","1","271","0","nginx"
"107","31.005356073379517","23","0","1","63","43","0","0","0","0","486","0","0","22","0","927","0","nginx"
"108","9.227091789245605","13","1","1","28","0","24","0","22","0","165","0","0","14","5","4","0","Apache"
"114","6.041304349899292","42","5","0","838","0","0","0","0","284","133","0","0","44","2","82","0","WWW Server/1.1"
"116","18.317993640899658","38","0","1","125","35","39","8","21","0","613","0","0","38","11","123","0","nginx"
"117","17.6189603805542","106","0","1","141","0","4","29","45","0","293","0","3","112","39","212","1","Apache"
"118","25.50222873687744","33","0","1","141","41","6","6","0","0","460","0","3","38","1","182","0","nginx"
"119","27.32906174659729","33","0","1","141","41","6","6","0","0","460","0","3","38","1","182","0","nginx"
"123","187.66812872886658","370","0","0","10353","648","0","0","0","106","7286","50","589","984","10","80","0","nginx"
"125","148.2850751876831","229","0","0","1831","1279","0","227","0","0","870","0","0","300","0","101","0","Apache"
"126","4.105011463165283","25","0","0","51","2","18","2","20","0","66","0","0","24","1","30","0","Apache"
"127","4.032139778137207","32","0","0","485","105","31","28","28","49","196","2","9","32","1","268","0","Apache"
"128","17.06547474861145","91","0","0","602","82","0","0","0","0","197","51","0","97","14","8540","0","Microsoft-IIS/7.5"
"131","48.256847620010376","265","1","0","5748","4","0","0","1","257","830","0","0","722","76","297","0","Apache"
"132","65.7800931930542","265","1","0","5748","4","0","0","1","257","830","0","0","722","76","297","0","Apache"
"133","3.7496373653411865","19","0","1","740","0","24","138","0","0","98","0","9","18","0","64","0","Apache"
"135","35.74159502983093","11","0","1","11","11","0","0","0","0","209","0","0","10","0","555","0","nginx/1.11.10"
"138","16.70286774635315","20","0","1","13","1","3","11","0","0","91","0","0","25","2","0","0","nginx"
"139","28.55065155029297","75","0","1","1131","293","0","93","32","0","1093","0","5","131","6","32","0","Apache"
"147","51.76180171966553","218","0","0","5604","693","213","209","322","546","2217","2","272","393","2","336","0","Apache"
"148","7.863431930541992","54","1","0","877","244","0","0","0","145","426","0","36","196","4","39","0","Apache"
"152","9.463818550109863","40","2","1","287","267","9","75","5","0","614","0","4","42","2","124","0",\N
"155","0.904700517654419","6","1","0","25","5","0","0","0","0","23","0","0","6","2","6","0","Apache"
"156","10.352760791778564","36","1","0","868","206","34","0","108","32","389","2","17","36","3","59","0","Apache"
"159","9.197186470031738","35","1","0","637","16","0","0","1","63","204","0","0","35","1","165","0","Microsoft-IIS/5.0"
"160","7.470078706741333","46","8","0","486","0","0","0","0","74","458","0","31","57","1","64","0","Apache"
"166","60.49230647087097","172","0","1","475","115","368","2","9","0","3276","0","143","201","2","0","1","nginx"
"168","26.950539588928223","123","1","0","2924","2647","172","182","48","0","324","0","0","147","0","0","0","Microsoft-IIS/8.5"
"169","42.69778656959534","77","0","1","200","136","140","0","214","0","960","0","8","77","0","0","0","Microsoft-IIS/8.5"
"170","1.1133854389190674","7","0","1","43","0","0","0","0","0","30","0","0","7","0","0","0","Apache/2.2.4 (Unix) PHP/5.2.1 DAV/2"
"171","22.587207317352295","75","8","0","732","209","63","65","0","0","366","1","1","113","0","0","0","nginx"
"172","66.74381899833679","201","0","1","12682","24","0","0","158","14","781","0","6","201","17","0","0","Microsoft-IIS/6.0"
"174","2.1863226890563965","12","0","1","71","33","0","33","14","0","152","0","2","11","0","0","0","Apache/2.4.25 (Unix) PHP/5.6.30"
"175","20.105756521224976","68","1","0","2731","2681","64","58","66","0","565","0","0","453","4","0","0","Microsoft-IIS/5.0"
"176","74.47439861297607","250","0","1","1766","1369","215","460","311","0","4026","0","53","315","67","0","1","Server"
"177","75.75968050956726","250","0","1","1766","1369","215","460","311","0","4026","0","53","315","67","0","1","Server"
"180","71.87694239616394","81","0","0","3265","12","0","0","15","0","507","6","3","93","2","0","0","Microsoft-IIS/7.5"
"185","30.02087092399597","110","3","1","571","564","92","520","673","0","843","0","4","285","24","0","1",\N
"187","2167.8695273399353","745","20","1","2067","29","612","349","3115","0","27029","0","12","1221","52","0","0","Microsoft-IIS/8.5"
"188","7.7126078605651855","39","3","0","880","662","32","31","25","42","515","2","56","55","0","0","0","Apache"
"193","17.60890793800354","132","0","0","1610","546","0","0","0","0","260","0","9","135","7","0","0",\N
"194","29.86937642097473","121","12","0","900","104","0","0","0","0","299","0","31","165","0","0","0","Apache/2.4.10 (Unix) OpenSSL/1.0.1e-fips PHP/4.4.9"
"196","3.846839666366577","30","3","0","647","619","26","2","24","0","116","0","0","30","0","0","0","Apache"
"202","22.951080083847046","51","3","1","776","373","153","37","36","0","688","0","0","51","238","0","0",\N
"203","28.595623254776","160","0","0","1386","416","122","357","14","0","456","0","4","162","1","0","0",\N
"204","8.354509830474854","25","1","0","389","113","23","0","22","22","270","2","11","25","3","0","0","Apache"
"205","5.952763319015503","43","0","0","856","6","0","0","0","28","74","6","8","43","12","63","0","Apache"
"207","52.48350477218628","152","3","1","3815","2562","262","137","473","0","2322","0","73","154","24","596","0",""
"210","43.71818494796753","179","1","0","6191","191","0","0","0","572","221","0","0","179","5","568","0","Microsoft-IIS/5.0"
"211","5.763971328735352","29","0","0","117","101","30","113","29","0","241","0","0","110","9","151","0","nginx"
"212","8.710595846176147","46","0","0","702","210","88","18","73","0","347","0","51","134","7","466","0","nginx"
"213","5.721024751663208","29","0","0","299","266","15","39","120","42","393","0","0","31","0","76","0","nginx"
"214","13.915867805480957","42","0","1","332","108","153","11","9","0","720","0","0","86","2","238","0","nginx"
"215","12.281277179718018","88","1","0","1394","904","85","84","84","0","431","0","2","106","1","514","0","nginx"
"216","31.918367624282837","91","12","1","886","13","29","25","19","134","750","0","2","122","381","9","0","Microsoft-IIS/5.0"
"217","13.674729824066162","78","2","0","269","196","140","76","0","0","534","0","0","90","1","370","0","Apache/2.2.15 (CentOS)"
"218","15.91720962524414","37","0","0","870","849","34","61","48","0","256","0","36","37","5","252","0","Apache/2.2.20 (Unix) mod_ssl/2.2.20 OpenSSL/0.9.8e-fips-rhel5 DAV/2 PHP/5.2.17"
"219","9.855364799499512","59","24","1","229","32","27","9","9","0","456","0","8","116","33","81","0","nginx"
"220","8.002522468566895","53","6","1","123","68","5","65","0","0","509","0","0","64","1","371","0","Microsoft-IIS/5.0"
"221","392.1956422328949","1367","1201","1","1103","705","24","45","0","0","332","0","23","1869","5","12300","1","Server"
"222","48.21250629425049","132","0","0","1243","0","0","0","0","0","2224","0","1","220","10","1590","0","nginx"
"223","25.38842797279358","149","3","1","1281","0","0","14","0","0","1374","0","20","202","7","633","1","Apache"
"224","97.70323014259338","173","34","1","174","112","89","14","0","0","847","0","0","234","16","843","1","Apache/2.2.15 (CentOS)"
"225","16.099828243255615","85","1","1","1086","53","22","60","0","0","849","0","16","162","0","276","0","nginx"
"226","17.48498797416687","89","0","0","958","413","0","0","0","2","231","0","3","92","29","227","0","nginx"
"227","4.4043049812316895","23","0","0","112","112","36","23","108","0","220","0","2","46","0","65","0","nginx"
"228","45.76683712005615","212","1","1","4772","24","122","82","53","42","1846","0","5","292","2","132","0","Apache"
"229","5.980405569076538","30","1","1","204","31","1","3","52","0","268","0","3","92","0","5","0","nginx"
"230","53.350507736206055","50","0","1","143","137","39","0","7","0","848","0","0","86","6","1300","0","nginx"
"231","14.895659685134888","77","2","1","722","332","263","35","3","0","1208","0","0","101","0","0","0","Apache"
"232","21.871576070785522","56","7","1","650","504","93","10","0","0","593","0","8","56","519","161","0","nginx"
"233","32.14269161224365","58","20","1","903","10","1","37","36","0","669","0","45","63","3","952","0","nginx"
"234","6.0439674854278564","31","2","0","227","171","29","56","24","0","396","0","1","44","2","195","0","Apache/2.2.15 (CentOS)"
"235","4.690922498703003","31","2","0","227","171","29","56","24","0","396","0","1","44","2","195","0","Apache/2.2.15 (CentOS)"
"236","15.012681722640991","29","0","1","236","73","0","26","0","0","327","0","9","29","77","50","0","nginx"
"237","14.726614713668823","29","0","1","236","73","0","26","0","0","327","0","9","29","77","50","0","nginx"
"238","15.109308242797852","29","0","1","236","73","0","26","0","0","327","0","9","29","77","50","0","nginx"
"239","4.3301286697387695","37","0","0","494","116","36","100","2","4","182","0","0","37","2","49","0","nginx"
"240","18.03101921081543","104","0","0","969","36","0","0","0","0","1126","0","49","325","2","864","0","nginx"
"241","19.492166996002197","104","0","0","969","36","0","0","0","0","1126","0","49","325","2","864","0","nginx"
"242","17.855463981628418","70","0","0","450","268","42","78","168","0","296","0","0","70","1","45","0","nginx"
"243","8.126850128173828","48","1","0","234","7","199","82","14","0","595","0","2","65","0","62","0","Apache"
"244","13.060909509658813","83","0","0","1967","0","0","0","0","20","86","0","0","102","1","138","0","nginx"
"246","7.674380540847778","52","0","0","219","14","50","126","41","0","365","0","0","116","6","265","1","Apache/2.4.16 (Unix) OpenSSL/1.0.1e-fips PHP/5.6.17 mod_jk/1.2.42"
"248","32.191489934921265","223","12","1","1177","423","194","227","0","48","1293","0","3","247","1","218","0","nginx"
"249","863.3894503116608","97","0","0","725","0","107","0","0","0","341","0","55","278","6","815","0","Microsoft-IIS/7.5"
"250","831.1091051101685","97","0","0","725","0","107","0","0","0","341","0","55","278","6","794","0","Microsoft-IIS/7.5"
"251","4.833883285522461","22","0","1","178","72","42","3","14","0","277","0","44","22","3","44","0","nginx"
"252","941.3758709430695","97","0","0","725","0","107","0","0","0","341","0","55","278","6","797","0","Microsoft-IIS/7.5"
"253","6.057172775268555","25","0","0","1043","404","0","0","0","0","189","0","26","40","1","15","0","nginx"
"254","6.189710378646851","22","0","0","961","276","0","0","0","0","456","0","0","28","12","44","0","Apache"
"255","23.14287543296814","66","1","0","720","180","3","0","29","182","862","0","0","71","3","0","0","nginx"
"256","24.202805519104004","161","22","0","2263","588","0","0","6","73","1045","0","53","348","1","2130","0","nginx"
"257","355.9000811576843","237","1","1","612","610","460","1","0","0","1647","0","2","253","7","192","0","nginx"
"258","24.867027044296265","27","0","1","96","95","74","67","0","0","364","0","0","53","0","2","0","Apache"
"259","5.564495086669922","17","0","0","175","104","14","33","25","0","227","0","14","81","4","105","0","nginx"
"260","759.5978527069092","341","12","1","1591","1353","283","224","0","284","8903","0","2","353","1","666","0","nginx"
"261","54.14003276824951","171","0","0","1750","722","154","166","296","60","2570","0","67","209","8","1180","0","Microsoft-IIS/5.0"
"262","12.446418046951294","36","0","0","522","320","52","68","0","0","441","0","1","42","0","118","0","nginx"
"263","55.08961749076843","171","0","0","1750","722","154","166","296","60","2570","0","67","209","8","1180","0","Microsoft-IIS/5.0"
"264","51.392874240875244","171","0","0","1750","722","154","166","296","60","2570","0","67","209","8","1180","0","Microsoft-IIS/5.0"
"265","7.915655136108398","7","1","1","3","0","14","0","3","0","90","0","0","7","5","0","0","Apache"
"266","33.93210029602051","118","2","1","640","526","477","191","80","0","1684","0","1","156","2","223","0","nginx"
"268","112.80512714385986","95","2","0","3401","2839","89","0","0","178","875","0","89","438","12","523","0","Apache/2.2.15 (CentOS)"
"269","57.12701606750488","28","1","1","147","24","20","4","3","0","205","0","1","28","8","551","1","nginx"
"270","32.32776665687561","31","0","1","227","0","0","0","8","0","742","0","30","30","3","182","0","Apache"
"271","5.6403772830963135","8","6","0","10","0","0","0","0","0","0","0","3","14","0","74","0","nginx"
"274","7.320146560668945","27","6","0","147","106","1","18","24","0","176","0","1","33","2","491","0","nginx"
"275","7.275233507156372","27","6","0","147","106","1","18","24","0","176","0","1","33","2","444","0","nginx"
"276","7.532920598983765","27","6","0","147","106","1","18","24","0","176","0","1","33","2","491","0","nginx"
"277","51.51709771156311","155","61","1","594","528","92","87","42","0","810","0","3","211","5","460","0","Microsoft-IIS/8.0"
"278","9.978403091430664","20","0","1","404","0","0","113","92","0","283","0","0","20","0","44","0","nginx/1.16.1"
"279","4.484961032867432","20","0","0","91","0","0","5","0","0","367","0","0","20","0","0","0","nginx"
"280","11.171427488327026","12","0","1","177","0","81","3","68","0","219","0","10","11","48","110","0","nginx"
"281","3.888808250427246","14","0","0","51","47","0","24","0","0","35","2","5","14","1","5","0","Apache/2.2.22 (Win32) mod_jk/1.2.30 PHP/5.4.45"
"282","117.55957627296448","101","32","1","370","95","0","65","0","4","2923","0","1","116","29","78","0","nginx"
"283","8.134199857711792","19","0","0","275","0","0","0","0","0","61","2","3","19","1","129","0","WWW Server/1.1"
"284","34.0485143661499","81","0","0","881","321","0","69","69","94","935","2","82","161","2","0","0","Apache"
"285","15.822685956954956","40","0","1","189","0","39","39","0","0","526","0","9","40","0","200","0","nginx"
"286","16.592829942703247","53","2","1","119","12","49","74","139","0","557","0","0","110","1","285","0","nginx"
"287","44.7764687538147","149","0","1","3228","1745","2","2","0","0","829","0","2","153","0","68","0","Microsoft-IIS/10.0"
"289","71.05570101737976","75","2","0","1866","0","0","0","0","140","839","2","26","113","59","228","0","Apache/2.2.10 (Unix) mod_ssl/2.2.10 OpenSSL/0.9.8b PHP/4.4.9"
"290","28.290873289108276","130","0","0","1015","179","90","71","9","29","592","0","123","145","9","215","0","Microsoft-IIS/5.0"
"291","11.912230014801025","10","1","1","21","0","20","0","22","0","135","0","0","10","4","0","0","Apache"
"292","23.42012119293213","99","0","1","282","174","84","1","43","0","435","0","0","124","0","303","0","Microsoft-IIS/5.0"
"293","0.8814256191253662","4","0","0","22","0","0","0","0","2","8","0","1","4","4","9","0","Apache/2.2.4 (Unix) PHP/5.2.1 DAV/2"
"294","71.63951659202576","165","0","1","746","236","128","259","21","0","1557","0","18","227","5","226","1","nginx"
"295","12.871306419372559","37","0","0","2148","0","0","0","0","0","309","0","36","48","3","440","0","Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.1e-fips DAV/2 PHP/5.4.22"
"296","1302.4210300445557","284","9","0","6939","6654","697","660","223","30","2933","0","454","317","1","137","0","Apache"
"297","27.098995208740234","87","3","1","2309","164","314","773","103","0","728","0","6","88","3","64","0","Microsoft-IIS/10.0"
"298","14.526654720306396","97","12","0","1089","0","0","0","0","69","490","0","38","97","0","100","0","Nginx/3.0"
"299","272.54707980155945","95","2","1","350","282","84","232","0","0","834","0","4","138","4","3","0","Microsoft-IIS/8.5"
"300","40.22808265686035","141","0","0","2078","802","131","145","129","0","888","0","132","185","7","240","1","Apache"
"301","34.39888286590576","86","1","0","1057","162","65","6","0","0","890","2","3","149","6","243","1","Apache"
"302","25.472326040267944","86","1","0","1057","162","65","6","0","0","890","2","3","149","6","243","1","Apache"
"303","45.8631272315979","29","0","1","484","200","54","112","0","0","482","0","62","292","9","0","0","Microsoft-IIS/5.0"
"304","7.658710718154907","37","2","0","621","244","0","0","0","93","211","2","0","41","30","1040","1","Microsoft-IIS/10.0"
"305","12.916077613830566","33","1","0","1032","901","21","0","0","0","230","0","9","109","1","184","0","Microsoft-IIS/6.0"
"306","125.60029673576355","114","0","1","676","164","123","116","54","0","1574","0","7","143","26","518","1","nginx"
"307","6.207602500915527","26","0","1","88","40","0","50","24","0","151","0","1","28","0","50","0","Apache"
"309","20.73668646812439","148","36","0","621","377","80","0","32","0","484","0","21","147","19","503","0","Microsoft-IIS/8.5"
"310","15.691548585891724","54","2","1","593","203","47","45","45","34","617","2","26","54","0","44","0","Apache"
"311","186.08493304252625","212","1","1","385","204","34","7","26","0","415","0","18","219","6","787","1","Apache/2.2.15 (CentOS)"
"312","183.60973858833313","212","1","1","385","204","34","7","26","0","386","0","18","219","7","787","1","Apache/2.2.15 (CentOS)"
"313","179.86489248275757","212","1","1","385","204","34","7","26","0","415","0","18","219","6","787","1","Apache/2.2.15 (CentOS)"
"314","188.0465531349182","212","1","1","385","204","34","7","26","0","415","0","18","219","6","787","1","Apache/2.2.15 (CentOS)"
"315","34.69490647315979","33","0","1","100","69","0","52","22","0","506","0","28","98","0","394","0","Microsoft-IIS/5.0"
"316","25.824852466583252","130","1","1","957","471","0","0","0","0","254","4","0","130","0","124","0","Microsoft-IIS/7.5"
"317","17.488335609436035","50","1","0","3003","2806","0","81","15","5","493","0","0","53","30","76","0","Apache/2.2.3 (CentOS)"
"318","211.44816637039185","357","1","1","2503","2418","620","840","264","2","3624","0","0","663","61","649","0",\N
"319","201.08980011940002","357","1","1","2503","2418","620","840","264","2","3624","0","0","663","61","649","0",\N
"320","54.43300247192383","20","0","1","106","15","21","36","13","0","447","0","1","19","3","242","0","nginx"
"321","58.237435817718506","281","64","0","827","257","111","433","63","0","1422","0","0","326","3","4420","0","Apache"
"322","51.096863985061646","237","11","0","5488","302","0","0","0","0","737","2","23","451","0","65","0","nginx"
"323","7.411846160888672","32","1","0","436","313","30","0","58","26","252","2","12","32","1","0","0","Apache"
"324","9.211121559143066","38","0","0","615","11","23","0","0","8","211","2","17","38","2","64","0","Microsoft-IIS/5.0"
"325","63.34501528739929","27","1","1","45","16","31","14","12","0","191","0","0","32","6","153","0","Microsoft-IIS/6.0"
"326","7.297777891159058","24","0","0","281","186","30","34","0","0","175","0","0","47","20","177","0","Apache"
"327","10805.719894886017","10","0","0","10","0","0","0","0","0","0","0","0","10","1","297","0","Apache"
"328","19933.14791035652","26","1","0","84","78","27","67","0","0","170","0","0","40","2","122","0","Microsoft IIS/8.0"
"329","22.85150122642517","70","0","1","694","6","62","126","71","0","599","0","6","70","12","268","0","Apache/2.4.43 (Win64) PHP/5.5.0"
"330","24.01619052886963","15","0","1","163","40","0","33","8","0","338","0","0","84","3","845","0","nginx"
"331","148.22907781600952","180","0","0","1334","173","123","126","121","0","1519","0","10","296","1","790","0","Apache"
"332","2.432340621948242","10","2","1","34","16","12","26","10","0","38","4","0","9","4","69","0","Microsoft-IIS/8.5"
"333","1.873842477798462","10","2","1","34","16","12","26","10","0","38","4","0","9","4","69","0","Microsoft-IIS/8.5"
"334","1.8751211166381836","10","2","1","34","16","12","26","10","0","38","4","0","9","4","69","0","Microsoft-IIS/8.5"
"335","36.560941219329834","118","1","1","1737","15","6","23","17","0","1010","0","11","284","3","2710","0","nginx"
"336","7.730687141418457","14","4","1","139","30","19","11","0","0","184","0","4","14","1","4","0","Apache"
"337","33.49545955657959","94","2","1","820","479","177","136","288","0","900","0","25","136","9","201","0","nginx"
"339","24.33878231048584","73","25","0","251","90","2","44","0","0","440","0","0","77","7","303","1","nginx"
"340","1783.5430371761322","244","0","0","4510","471","0","0","0","766","718","18","130","683","35","1150","0","nginx"
"341","4.725270509719849","27","0","0","411","329","25","0","23","18","173","0","39","27","0","51","0","Apache"
"342","39.939847469329834","75","0","1","382","25","54","0","105","0","613","0","49","96","2","253","0",""
"344","597.9804825782776","30","0","0","260","104","1","0","0","0","155","0","17","50","967","71","0","nginx"
"345","15.243943691253662","65","0","0","1925","258","0","0","0","312","699","0","56","193","1","410","0","nginx"
"346","29.369886875152588","70","0","1","258","82","62","105","40","22","1079","0","0","72","1","469","0","Apache/2.4.6 (CentOS) PHP/5.4.16"
"348","309.4583513736725","588","31","1","7111","4330","516","1570","1057","0","6287","0","470","813","48","3560","1",\N
"349","10.796364068984985","50","0","0","924","752","49","6","47","74","408","2","103","75","0","6","0","Apache"
"350","37.07264733314514","129","0","0","5154","0","0","0","0","9","710","0","7","148","6","192","1","WWW Server/1.1"
"351","19.24580407142639","59","7","1","445","377","52","72","44","0","386","0","2","61","7","31","0","Apache"
"356","69.39802050590515","322","0","1","1856","1775","398","393","2","0","2046","0","7","640","34","8530","0","Apache/2.2.22 (Unix) mod_jk/1.2.48 DAV/2 PHP/4.4.9"
"357","11.73328948020935","54","1","0","244","166","47","42","44","0","621","0","0","73","2","250","0","Microsoft-IIS/5.0"
"358","5.624290227890015","30","0","0","1092","907","25","26","0","0","237","0","30","84","11","251","0","Apache"
"359","9.880990266799927","30","1","0","620","0","3","3","3","129","358","0","0","113","10","136","0","WWW Server/1.1"
"360","5.8605711460113525","28","0","0","221","4","0","0","0","48","349","2","26","43","0","27","0","nginx"
"361","6.286976099014282","27","0","0","176","50","37","29","0","0","207","0","0","37","0","105","0","nginx"
"362","118.02951955795288","336","3","0","8436","8307","139","128","272","1","1175","0","4","337","126","5600","1",\N
