"id","scan_time","pages","count_broken_link","mobile","count_images","count_alt_image","hl1","hl2","hl3","count_flash","count_script","count_frame","count_iframe","count_in_linked","count_out_linked","google","SNSuse","server"
"1334","8.144632816314697","57","0","0","882","320","48","174","247","0","285","0","1","57","1","132","0","nginx"
"1335","3.254896640777588","4","0","0","22","0","0","0","0","1","8","0","1","4","4","0","0","Apache/2.2.4 (Unix) PHP/5.2.1 DAV/2"
"1336","154.0279026031494","75","2","0","2035","0","0","0","0","70","840","2","27","155","59","196","0","Apache/2.2.10 (Unix) mod_ssl/2.2.10 OpenSSL/0.9.8b PHP/4.4.9"
"1337","5.459989309310913","29","0","0","249","137","1","28","26","0","257","0","1","79","2","547","0","nginx"
"1338","29.164891004562378","186","0","0","1964","706","151","163","290","0","2538","0","65","348","5","1080","0","Microsoft-IIS/5.0"
"1339","296.8842787742615","170","0","1","920","685","147","127","0","0","4700","0","1","279","1","574","0","nginx"
"1342","28.047619819641113","101","2","1","501","492","74","377","179","0","728","0","7","237","35","12400","1",\N
"1343","48.17512488365173","84","3","0","1249","950","4","4","4","65","382","4","0","127","7","363","0","WWW Server/1.1"
"1344","31.906378984451294","200","0","1","12640","24","7","7","164","6","778","0","6","200","15","0","0","Microsoft-IIS/10.0"
"1345","183.6982045173645","428","3","1","1865","1288","166","187","983","0","3152","0","0","482","2","376","0","nginx"
"1349","62.75985336303711","151","8","1","1972","1918","2","274","528","0","2143","0","28","169","13","0","1","Microsoft-IIS/8.5"
"1350","32.265779972076416","168","4","0","5572","1983","0","0","0","0","1590","0","6","200","4","509","0","Apache"
"1352","10.793055534362793","38","0","0","191","0","0","0","0","32","1","0","1","38","1","320","0","nginx"
"1353","38.592830419540405","39","0","1","201","77","35","13","201","0","311","0","1","72","2","70","0","Apache"
"1354","14.914194345474243","57","0","1","221","8","19","143","37","0","882","0","0","81","28","7","0","Apache"
"1355","55.883599281311035","320","0","1","4057","1298","246","242","242","75","2653","2","189","347","0","568","0","Apache"
"1357","98.3523313999176","230","95","0","2713","1657","163","244","78","274","422","10","18","273","8","948","0","WWW Server/1.1"
"1358","39.34595346450806","214","0","1","2220","1759","767","306","53","0","3587","0","150","395","2","510","0","Apache"
"1360","1131.8762526512146","1538","0","1","3982","3522","998","6994","18","0","14219","0","544","3379","150","309","0","Apache/2.4.6 (CentOS)"
"1361","44.511775732040405","238","3","0","13989","12902","215","276","205","0","3914","0","0","575","10","783","0","Apache/2.2.16 (Unix) mod_ssl/2.2.16 OpenSSL/0.9.8e-fips-rhel5 DAV/2 PHP/5.2.6 mod_jk/1.2.30"
"1362","10.655641078948975","61","0","0","1789","20","0","0","0","61","136","0","0","96","0","132","0","Apache/2.2.23 (Unix) PHP/5.1.6 DAV/2"
"1363","8.661965608596802","49","0","0","1310","0","0","0","0","9","50","0","0","77","1","0","0","nginx"
"1368","41.488792181015015","7","0","1","43","31","5","5","6","0","963","0","0","7","64","63","0","nginx"
"1370","23.953634023666382","146","0","1","3167","1590","231","234","0","0","864","0","14","145","0","453","0","Microsoft-IIS/5.0"
"1373","37.88134241104126","123","36","0","4552","73","0","0","0","0","270","0","73","553","4","173","0","Apache"
"1375","26.245944261550903","243","152","1","461","247","64","4","5","0","546","0","42","260","27","1150","0","Microsoft-IIS/10.0"
"1380","1.8590316772460938","12","0","0","89","66","12","10","3","0","107","0","36","18","49","8","0","nginx"
"1382","35.23103380203247","160","20","0","2155","10","0","0","0","7","1054","0","50","306","1","850","0","nginx"
"1383","71.60973310470581","320","208","1","875","687","249","23","110","0","1449","0","0","319","16","0","1","nginx"
"1385","9.522230386734009","23","3","0","141","57","0","13","8","0","265","0","2","87","0","176","0","nginx"
"1390","11.397037744522095","15","1","0","328","139","0","0","0","0","27","0","0","14","1","39","0","Nginx/3.0"
"1392","2.8335978984832764","48","12","1","71","0","2","17","32","0","45","0","0","48","0","0","0","Microsoft-IIS/8.5"
"1393","22.044407844543457","54","0","1","521","213","5","35","1546","0","1067","0","0","54","2","3700","0",\N
"1395","6.37199854850769","60","16","1","215","109","30","5","0","0","274","0","1","61","4","104","0","Microsoft-IIS/10.0"
"1396","22.950323581695557","52","6","0","920","5","0","0","0","122","556","0","53","66","17","0","0","Microsoft-IIS/5.0"
"1397","6.44581413269043","46","1","0","640","0","0","0","0","105","239","0","28","172","0","590","0","nginx"
"1399","37.39974761009216","23","0","1","152","0","0","0","0","0","567","0","2","23","3","180","0","nginx/1.12.1"
"1403","8.884948968887329","42","0","1","917","817","41","89","60","0","388","0","5","130","12","276","0","Apache"
"1404","9.023173809051514","61","1","0","956","424","0","0","0","0","77","0","1","78","4","217","0","Microsoft-IIS/10.0"
"1406","2.0345616340637207","13","3","1","93","9","0","1","0","0","139","0","0","15","26","69","0","Apache"
"1408","37.714603662490845","169","0","1","730","204","132","267","21","0","1644","0","21","234","5","296","1","nginx"
"1410","101.57646036148071","49","0","0","859","395","0","0","0","37","224","2","0","310","36","267","1","Apache"
"1413","36.76017642021179","29","1","0","290","0","0","0","0","37","140","0","0","29","1","112","0","cloudflare"
"1415","5.2938454151153564","55","2","1","195","93","37","33","29","0","384","0","0","55","0","89","0","Microsoft-IIS/10.0"
"1416","7.4490437507629395","92","0","0","565","29","0","0","0","1","19","16","3","92","2","29","0","Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.2a"
"1417","3.457753896713257","12","0","0","43","11","11","77","3","0","163","0","0","11","18","0","0","Apache/2.4.41 (Unix) OpenSSL/1.0.2k-fips PHP/7.0.33"
"1418","12.016965627670288","76","6","0","491","277","13","4","27","0","607","0","6","110","1","0","0","nginx"
"1419","14.35755968093872","104","1","0","2390","960","80","79","79","32","1038","2","36","116","5","250","0","Apache"
"1421","5.624248027801514","37","0","0","357","268","79","62","0","0","533","0","1","241","1","2490","0","Apache"
"1423","1036.9644575119019","144","5","0","3298","66","0","0","0","358","650","4","1","182","2","292","0","WWW Server/1.1"
"1424","633.1086246967316","55","0","0","145","26","32","16","0","0","441","0","240","78","1","143","0","Microsoft-IIS/7.5"
"1425","83.8164758682251","137","0","1","1017","472","81","156","143","0","2444","0","0","148","7","398","1","Apache"
"1426","21.637453317642212","48","0","0","119","20","23","13","0","0","369","0","195","64","1","187","0","Microsoft-IIS/7.5"
"1427","136.05011916160583","137","0","1","1017","472","81","156","143","0","2444","0","0","148","7","403","1","Apache"
"1428","127.41291546821594","137","0","1","1017","472","81","156","143","0","2444","0","0","148","7","403","1","Apache"
"1429","219.7197277545929","137","0","1","1017","472","81","156","143","0","2444","0","0","148","7","403","1","Apache"
"1430","29.447209119796753","144","5","0","3298","66","0","0","0","358","650","4","1","182","2","200","0","WWW Server/1.1"
"1431","14.247556686401367","62","0","0","3367","448","55","385","0","17","335","2","25","80","1","0","0","Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.2a"
"1434","3.39487886428833","30","0","0","23","22","1","0","0","0","12","0","2","30","1","57","0","Microsoft-IIS/5.0"
"1435","6.3246095180511475","61","0","0","315","0","0","0","0","1","1","17","0","61","0","27","0","Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.2a"
"1437","35.92893195152283","175","4","1","2731","217","154","167","135","0","1444","0","156","199","8","353","0","Apache/2.2.15 (CentOS)"
"1439","1.2646098136901855","7","0","0","101","0","0","0","0","2","44","0","4","10","1","140","0","Apache"
"1441","88.86363935470581","155","3","1","865","529","128","336","134","0","4611","0","33","155","112","390","1","Apache/2.2.15 (CentOS)"
"1443","9.146786451339722","151","2","0","1586","150","0","0","0","56","289","0","20","232","10","453","0","Microsoft-IIS/7.5"
"1444","2.077841281890869","10","0","0","61","7","14","3","0","0","112","0","0","35","3","252","1","nginx"
"1445","6.25264048576355","39","0","0","907","0","0","0","4","73","583","0","38","76","0","640","0","Microsoft-IIS/5.0"
"1447","22.127761840820312","207","0","0","2267","397","49","194","47","0","885","4","32","456","4","508","0","Apache"
"1449","1.6848182678222656","10","1","0","48","0","0","0","0","8","47","2","2","10","1","170","0","nginx"
"1452","8.21256399154663","37","0","0","746","287","51","108","0","0","475","0","0","40","0","90","0","nginx"
"1454","5.515125513076782","36","0","0","513","78","0","0","0","70","220","4","0","47","72","0","0","Microsoft-IIS/7.5"
"1455","17.819717407226562","6","0","0","21","0","0","0","0","5","14","0","1","6","0","4","0","cloudflare"
"1459","1.437187671661377","9","0","0","93","47","0","0","0","4","46","0","8","9","0","80","0","Apache"
"1460","7.271979808807373","32","0","0","894","632","26","0","0","6","235","0","4","142","4","486","0","nginx"
"1461","13.732815504074097","7","1","1","45","0","1","1","0","9","33","0","1","7","4","8","0","cloudflare"
"1464","55.64823317527771","78","15","1","619","505","2","53","161","0","1227","0","49","146","16","108","1","Apache"
"1467","5.5397045612335205","26","0","1","120","117","24","216","71","0","345","0","27","40","13","124","0","nginx"
"1469","16.076025247573853","160","81","1","610","277","77","4","161","0","87","0","1","160","8","175","0","nginx"
"1472","6.037438154220581","39","2","0","477","67","0","0","0","35","363","2","35","130","7","71","0","Apache"
"1473","4.039005517959595","25","6","0","191","48","0","0","0","0","123","0","0","25","0","8","0","Apache"
"1474","16.004225969314575","85","0","1","238","67","123","43","20","0","1124","4","4","148","14","241","0","Microsoft-IIS/5.0"
"1475","16.343713760375977","72","1","0","2411","1077","0","0","0","0","231","4","0","160","3","228","0","Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips DAV/2"
"1476","24.67978811264038","91","0","0","2274","1468","0","0","0","2","1066","0","91","225","0","86","0","nginx"
"1477","9.026370763778687","61","5","0","812","684","46","278","48","0","411","0","0","97","26","4570","0","Apache/2.2.27 (Unix) DAV/2 PHP/5.2.17"
"1479","19.796682834625244","98","8","1","1124","276","66","208","0","2","2352","0","117","211","1","949","0","Apache"
"1480","5.806136131286621","13","0","0","101","87","13","8","21","0","118","0","0","28","0","592","0","Apache"
"1484","2060.9090361595154","1809","10","1","19668","13145","2884","2670","4305","0","67597","0","8","1846","53","24100","0","AkamaiGHost"
"1486","123.98997020721436","34","0","0","1462","1122","68","0","136","0","340","0","0","45","43","39900","1",\N
"1488","1.8018555641174316","4","3","0","0","0","0","0","0","0","2","0","0","4","0","1680","0","Apache/2.2.15 (CentOS)"
"1492","1123.2189757823944","398","14","0","1500","1370","287","352","287","0","2170","0","0","1089","269","5030","1",\N
"1493","1624.3581199645996","84","2","1","75","54","5","9","34","0","60","0","0","84","23","24600","1",\N
"1494","57.476696252822876","47","3","1","539","373","2","23","0","0","727","0","1","166","74","34","1","Apache"
"1496","0.8591833114624023","7","2","1","11","0","0","0","0","0","14","0","0","7","0","569","0","Apache"
"1497","8.868965864181519","19","1","0","190","187","12","21","33","0","782","0","16","19","15","14400","1","BigIP"
"1498","162.4064211845398","184","2","0","1914","1905","307","1278","177","0","1410","0","0","188","137","45100","1",\N
"1500","24.011627197265625","4","0","0","18","18","3","24","0","0","21","0","0","4","132","110000","1",\N
"1501","121.56988453865051","48","0","1","218","109","0","0","0","0","2234","0","25","48","2","52","0","nginx"
"1502","25.325175523757935","164","0","0","3628","3352","0","95","104","0","499","0","91","200","2","738","1","Apache"
"1503","17.505704641342163","99","0","1","1764","400","79","59","440","0","767","0","6","163","37","531","0","nginx"
"1504","6.882300615310669","25","0","1","164","0","28","5","16","0","621","0","7","82","1","446","0","nginx"
"1505","133.08039689064026","135","3","1","998","750","283","331","114","0","2626","0","125","135","22","172","1","Microsoft-IIS/5.0"
"1507","39.17330861091614","81","0","1","313","126","73","116","51","0","1310","0","0","81","1","486","0","Apache/2.4.6 (CentOS) PHP/5.4.16"
"1509","4.929632186889648","22","0","0","263","176","28","32","0","0","161","0","0","34","28","100","0","Apache"
"1510","6.232370853424072","37","2","0","621","244","0","0","0","62","211","2","0","41","30","895","1","Microsoft-IIS/10.0"
"1511","9.598835706710815","64","6","0","810","0","0","0","0","1","393","0","34","64","0","30","0","Nginx/3.0"
"1512","756.6324906349182","887","3","1","11996","11318","50295","609","356","0","6440","0","2","1115","20","2140","1","Apache/2.4.7 (Ubuntu)"
"1513","31.515735864639282","200","0","0","3990","2","0","0","0","1","571","0","0","506","48","409","0","Apache"
"1515","24.107277393341064","63","2","0","2284","0","0","0","0","92","497","2","20","66","0","78","0","Apache"
"1516","81.77119040489197","230","95","0","2713","1657","163","244","78","274","422","10","18","273","8","2250","0","WWW Server/1.1"
"1517","9.913397073745728","47","1","0","155","94","40","40","23","0","197","0","0","47","7","195","1","Microsoft-IIS/6.0"
"1518","47.91619157791138","238","3","0","13989","12902","215","276","205","0","3914","0","0","576","10","772","0","Apache/2.2.16 (Unix) mod_ssl/2.2.16 OpenSSL/0.9.8e-fips-rhel5 DAV/2 PHP/5.2.6 mod_jk/1.2.30"
"1520","18.824294805526733","107","3","0","9255","5543","99","0","0","2","808","0","12","144","0","736","0","Apache/2.4.6 (CentOS)"
"1521","0.9080970287322998","4","0","0","29","0","2","0","1","15","19","0","3","4","0","1070","0","Microsoft-IIS/6.0"
"1522","34.87281775474548","183","2","1","1664","0","3","109","2","0","3759","0","0","208","25","365","1","Apache/2.2.16 (Unix) mod_ssl/2.2.16 OpenSSL/0.9.8e-fips-rhel5 DAV/2 mod_jk/1.2.30 PHP/5.2.6"
"1523","26.750837326049805","160","20","0","2155","10","0","0","0","7","1054","0","50","306","1","835","0","nginx"
"1524","41.007280588150024","58","0","1","971","165","54","70","379","0","182","0","54","57","7","278","0","Apache"
"1526","864.0575456619263","281","6","1","5615","2317","345","263","191","0","14180","0","36","388","2","857","0","Microsoft-IIS/10.0"
"1528","14.454068422317505","74","1","0","3003","0","0","0","0","0","329","4","2","77","4","55","0","WWW Server/1.1"
"1529","230.8846936225891","199","0","1","7694","0","0","2","0","0","352","0","0","258","21","1490","0","WebtoB/4.1"
"1532","4955.138482809067","2759","697","1","47373","42498","1808","7674","9363","0","43948","0","3002","2801","607","236000","1","AkamaiGHost"
"1533","241.52486419677734","243","2","1","7772","3197","449","0","214","0","2017","0","30","435","56","71100","1","Server"
"1535","92.01454734802246","95","9","1","384","285","138","261","8","0","930","2","10","154","12","48","1","Apache"
"1537","17.165204286575317","53","0","1","549","4","50","104","71","0","483","0","6","53","9","269","0","Apache/2.4.43 (Win64) PHP/5.5.0"
"1539","22.438961029052734","161","14","0","1485","1293","128","653","145","0","1352","0","0","252","13","105","0","Microsoft-IIS/7.5"
"1541","18.871325254440308","70","1","1","644","1","0","124","71","0","962","0","0","71","4","792","0","Apache"
"1545","14.233442306518555","73","16","0","418","62","50","107","450","0","891","0","4","76","1","218","0","nginx"
"1547","14.718300580978394","76","6","0","491","277","13","4","27","0","607","0","6","110","1","0","0","nginx"
"1548","7.615607023239136","34","0","0","918","37","24","10","0","0","384","0","32","59","3","148","0","nginx"
"1549","3.588195562362671","22","2","0","577","63","0","0","0","3","140","0","0","63","2","127","0","Apache/2.4.29 (Unix) PHP/5.2.17"
"1550","10.33022141456604","40","7","0","762","445","28","1","2","58","234","4","0","218","4","220","0","Apache/2.2.14 (Unix) mod_ssl/2.2.14 OpenSSL/0.9.8e-fips-rhel5 PHP/5.2.12"
"1551","16.40341281890869","69","2","0","1899","0","0","0","0","254","777","2","75","114","0","72","0","Microsoft-IIS/5.0"
"1555","1.0008821487426758","7","0","0","101","0","0","0","0","2","44","0","4","10","1","144","0","Apache"
"1558","13.213685750961304","163","0","1","1091","858","74","87","0","0","477","0","0","221","2","1200","0","nginx"
"1561","56.94018220901489","109","19","1","1011","947","160","156","12","0","445","0","9","153","32","1140","0","Microsoft-IIS/5.0"
"1563","10.275827169418335","71","7","1","427","195","58","53","30","0","269","0","5","70","4","973","0","Microsoft-IIS/10.0"
"1564","18.732167959213257","95","0","1","669","643","261","242","0","0","1450","0","12","138","6","636","0","nginx"
"1567","4.86376428604126","31","0","0","229","0","0","0","0","0","278","0","25","31","5","29","0","WWW Server/1.1"
"1568","29.306485176086426","135","0","0","4117","1123","134","0","229","16","2046","0","157","135","1","0","0","Apache"
"1570","8.72351622581482","71","1","0","1009","523","39","0","0","0","846","2","51","86","10","130","0","Apache"
"1571","235.2251832485199","197","0","1","1368","594","6","88","118","0","12936","0","42","216","5","590","0","Apache"
"1574","5.817784547805786","27","0","0","119","0","0","0","0","4","18","7","0","27","11","0","0","Microsoft-IIS/7.0"
"1578","140.9092197418213","165","0","1","934","660","9","257","215","0","1739","0","117","164","20","148","0","nginx"
"1581","2954.4524805545807","1393","128","1","7143","4108","2922","1398","65","0","10352","0","16","1509","398","177","1","Apache"
"1582","3.7134575843811035","13","0","1","187","3","22","29","21","0","327","0","0","36","3","1230","1","Apache/2.4.6 (CentOS) OpenSSL/1.0.2k-fips mod_fcgid/2.3.9 PHP/5.4.45"
"1583","0.9919211864471436","9","0","0","93","47","0","0","0","4","46","0","8","9","0","80","0","Apache"
"1584","2530.9599316120148","504","0","1","5247","3473","549","257","255","0","4322","0","12","773","71","5310","1",\N
"1585","3.702068328857422","13","0","1","187","3","22","29","21","0","327","0","0","36","3","1100","1","Apache/2.4.6 (CentOS) OpenSSL/1.0.2k-fips mod_fcgid/2.3.9 PHP/5.4.45"
"1586","34.35187268257141","222","15","1","1177","423","190","223","0","34","1269","0","3","238","1","145","0","nginx"
"1587","111.13690185546875","74","0","1","1430","1239","67","7","180","0","830","0","0","84","62","0","1","Apache/2.2.15 (CentOS)"
"1588","4.552223205566406","23","0","0","396","0","0","0","0","0","87","2","3","23","1","0","0","WWW Server/1.1"
"1591","63.87838172912598","151","8","1","1972","1918","2","274","528","0","2143","0","28","169","13","0","1","Microsoft-IIS/8.5"
"1593","27.941173791885376","128","2","0","995","613","117","177","50","0","1580","0","211","137","14","397","0","Microsoft-IIS/5.0"
"1594","17.971771478652954","151","7","0","2193","170","2","0","0","282","1041","0","0","264","2","544","0","Apache"
"1595","3.611851453781128","27","0","0","265","134","31","27","81","0","127","0","1","27","1","44","0","nginx"
"1596","5.934878587722778","20","0","1","362","28","79","0","100","0","467","0","7","19","82","215","0","nginx"
"1598","14.603272199630737","38","0","1","128","38","39","8","21","0","652","0","0","38","11","187","0","nginx"
"1599","13.525813102722168","70","2","1","262","30","0","63","20","0","426","0","6","71","1","164","0","Microsoft-IIS/10.0"
"1601","15.954232454299927","117","1","0","2055","0","0","1","0","0","384","2","1","329","0","137","0","nginx"
"1602","7.663342237472534","33","0","0","170","5","1","2","0","1","427","0","1","50","0","126","0","nginx"
"1603","7.891822814941406","46","0","1","364","356","46","55","38","0","613","0","0","48","2","101","0","nginx"
"1604","5.776390552520752","20","0","1","158","70","40","2","14","0","263","0","41","20","3","81","0","nginx"
"1605","13.829671382904053","62","0","0","3367","448","55","385","0","17","335","2","25","80","1","0","0","Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.2a"
"1606","22.39264678955078","45","0","1","85","84","10","0","87","0","434","0","0","51","6","262","0","nginx"
"1607","2.2045297622680664","10","0","0","54","27","10","4","0","0","113","0","0","10","0","60","0","nginx"
"1608","11.28908920288086","39","1","1","550","154","129","0","243","0","668","0","5","50","62","43","0","nginx"
"1609","14.108765363693237","37","0","0","746","287","51","108","0","0","475","0","0","40","0","89","0","nginx"
"1610","89.66869473457336","365","0","1","3961","3688","313","301","345","0","3745","0","2","2815","45","14600","1",""
"1611","49.33885312080383","329","0","1","1937","1865","408","403","2","0","2096","0","7","678","34","12100","0","Apache/2.2.22 (Unix) mod_jk/1.2.48 DAV/2 PHP/4.4.9"
"1612","16.859891891479492","44","0","1","74","12","10","12","8","0","168","0","0","69","4","3790","0",""
"1615","8.370007514953613","77","0","0","1254","16","0","0","0","92","369","0","38","162","0","932","0","nginx"
"1616","10.433531045913696","59","0","1","685","56","166","171","0","0","314","0","4","66","19","229","0","Apache"
"1619","7.046818017959595","24","1","0","256","28","22","21","37","0","204","2","27","24","0","64","0","Apache"
"1620","5.3979597091674805","30","0","0","1092","907","25","26","0","0","237","0","30","84","11","0","0","Apache"
"1621","263.9868607521057","54","0","0","467","52","0","0","0","2","51","4","0","96","13","170","0","Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.2a"
"1623","15.076698780059814","85","0","1","238","67","123","43","20","0","1124","4","4","148","14","197","0","Microsoft-IIS/5.0"
"1628","2.323611259460449","11","0","1","1","1","0","0","0","0","16","0","0","11","0","31900","0","Apache"
"1629","65.65665006637573","150","112","1","195","138","36","36","182","0","793","0","6","271","61","107000","1","Apache"
"1630","14.37274432182312","31","0","1","244","197","48","20","30","0","167","0","16","133","16","2270","0","Apache"
"1632","33.25477385520935","37","0","1","247","29","118","33","206","0","199","0","0","38","22","304","0","Apache/2.4.39 (Unix) OpenSSL/1.0.2k-fips"
"1633","227.00730729103088","100","1","1","364","334","69","83","17","0","707","0","77","255","32","7950","0","Apache/2.2.15 (CentOS)"
"1635","12.857977151870728","36","0","1","247","212","52","40","25","0","598","0","0","71","59","5170","0","Apache"
"1636","2642.26398062706","1839","113","1","10793","7405","2117","1267","39766","3","13584","0","6","2550","716","22500","1","kodit"
"1638","769.4830627441406","737","187","1","12092","11972","1067","1888","1056","0","18889","0","3","1039","209","10200","1",\N
"1640","13.646196842193604","18","0","1","139","53","17","11","17","0","87","0","18","55","1","124","0","Apache"
"1641","1.9235851764678955","11","0","0","61","51","10","10","12","0","101","0","0","11","1","110","0","Microsoft-IIS/5.0"
"1643","29.962336540222168","91","10","1","424","21","73","292","0","0","1303","0","10","108","23","568","1","Microsoft-IIS/5.0"
"1644","29.687198400497437","41","2","0","888","0","0","0","0","38","455","0","0","41","6","42","0","nginx"
"1645","6.7308526039123535","49","0","1","452","147","47","43","43","0","282","0","9","50","8","1340","0","Microsoft-IIS/8.5"
"1647","12.293298244476318","41","1","0","1892","1855","76","34","2","0","387","0","1","204","11","827","0",\N
"1648","7.78279185295105","41","2","1","139","0","78","0","0","0","539","0","2","41","0","136","0","nginx"
"1649","30.165799140930176","73","0","0","3459","3102","58","151","39","0","577","0","29","112","168","655","0","Microsoft-IIS/8.5"
"1651","27.98399591445923","28","0","1","156","21","9","0","0","0","641","0","3","27","35","573","0","nginx"
"1652","310.9752960205078","267","0","1","1286","1280","258","420","174","0","12878","0","6","267","111","1290","0","Apache"
"1653","8.531988859176636","47","0","0","217","9","1","36","0","0","543","0","2","167","31","463","0","nginx"
"1655","12.342541694641113","55","0","1","144","88","134","106","16","0","597","0","5","192","0","216","0","Microsoft-IIS/5.0"
"1656","19.032822132110596","37","0","1","726","654","56","0","0","0","510","0","0","46","10","487","0","nginx"
"1658","24.001081228256226","104","2","1","1542","600","174","85","111","0","1404","0","6","104","24","1140","1",""
"1659","14.173634767532349","18","0","1","149","79","16","11","16","0","60","0","15","59","2","362","0","Apache"
"1660","47.714022159576416","8","0","1","18","13","17","30","0","0","352","0","12","8","6","208","0","Pepyaka/1.19.0"
"1661","24.015534162521362","101","0","1","1707","1707","0","206","92","0","673","0","0","111","0","330","0","nginx"
"1662","29.858986616134644","39","1","0","834","0","0","0","0","180","257","2","15","59","1","121","0","Apache/2.2.15 (CentOS)"
"1664","6.817273139953613","29","0","1","407","159","29","0","0","0","268","0","20","40","30","185","0","Apache"
"1665","56.76022505760193","272","0","1","988","132","125","71","112","0","1503","0","0","272","18","1690","0",\N
"1666","7.366875886917114","49","1","0","1766","982","0","0","0","0","160","0","0","49","3","188","0","nginx"
"1667","5.10071063041687","25","0","1","135","80","14","85","8","0","290","0","0","61","4","158","0","Apache"
"1670","1216.0621881484985","2469","0","0","87506","81297","4765","4897","2610","0","30832","0","16","2870","96","29200","1","awselb/2.0"
"1674","21.51387357711792","207","0","0","2267","397","49","194","47","0","885","4","32","456","4","532","0","Apache"
"1675","2054.100608587265","1025","308","1","15149","6362","790","919","1922","0","10923","0","4","1311","742","2080","1","ECAcc (tka/8891)"
"1677","0.7937655448913574","6","0","0","65","60","1","1","3","0","21","0","0","6","1","557","0","Microsoft-IIS/8.5"
"1678","28.643948316574097","112","5","0","1329","48","0","0","19","24","851","0","7","112","9","1430","0","Microsoft-IIS/6.0"
"1679","171.40979766845703","756","12","1","2601","1253","397","398","688","0","2143","3","25","1044","10","3710","0","Microsoft-IIS/10.0"
"1680","169.01143074035645","159","28","0","1939","1122","246","120","109","0","2395","0","1","661","25","14700","0","Apache/2.4.47 (Win64) OpenSSL/1.1.1k mod_jk/1.2.40"
"1681","175.12334609031677","159","28","0","1939","1122","246","120","109","0","2395","0","1","661","25","14700","0","Apache/2.4.47 (Win64) OpenSSL/1.1.1k mod_jk/1.2.40"
"1682","1.4883508682250977","8","0","1","14","0","1","10","2","0","44","0","0","8","2","827","0",""
"1683","14.61259412765503","56","0","1","626","0","0","5","10","0","494","2","3","73","24","239","0","Microsoft-IIS/7.0"
"1684","6.384514808654785","41","0","1","412","364","28","0","7","0","260","0","7","68","75","109","0","Apache"
"1687","11.089325904846191","77","0","0","1047","55","61","0","0","0","391","0","33","125","2","121","0","nginx"
"1689","3.924194097518921","25","0","1","112","41","21","90","9","0","252","0","2","158","0","213","0","Apache"
"1690","61.635334491729736","74","2","1","3466","2910","1","125","13","1","921","0","3","116","23","1430","1","Apache/2.4.25 (Unix) PHP/5.3.24"
"1692","9.881976127624512","49","1","1","182","182","47","2","85","0","510","0","0","50","0","20","0","Microsoft-IIS/5.0"
"1693","9.792397737503052","49","1","1","182","182","47","2","85","0","510","0","0","50","0","20","0","Microsoft-IIS/5.0"
"1694","55.028971433639526","353","4","0","11270","11110","183","168","378","0","1374","0","5","409","136","6680","1",\N
"1695","13.103231430053711","77","0","1","684","3","1","1","0","0","448","0","2","77","3","0","0","nginx"
"1696","12.634816884994507","77","0","1","684","3","1","1","0","0","448","0","2","77","3","0","0","nginx"
"1697","83.15335631370544","155","0","1","2981","101","853","252","856","0","2591","0","2","156","46","265","0","nginx"
"1698","609.4200434684753","126","21","1","480","96","108","103","219","0","2197","0","4","166","123","819","1","Apache/2.4.46 (Win64) PHP/7.4.13"
"1699","5.918005704879761","64","8","0","1043","236","0","0","0","0","37","0","0","64","15","113","0",\N
"1700","2.5488152503967285","27","8","0","150","109","19","0","0","0","237","0","0","27","1","341","0","Apache/2.2.16 (Unix) mod_ssl/2.2.16 OpenSSL/1.0.1e-fips DAV/2 mod_jk/1.2.30 PHP/5.2.17"
"1701","3.086467742919922","25","0","1","112","41","21","90","9","0","252","0","2","158","0","201","0","Apache"
"1702","3.463869094848633","17","0","0","404","0","0","0","0","18","42","2","0","17","5","17","0","Microsoft-IIS/5.0"
"1705","9.948185682296753","32","1","0","666","0","3","3","3","110","386","0","0","115","10","117","0","WWW Server/1.1"
"1706","10.29061245918274","40","0","0","230","106","41","46","38","0","451","0","2","106","6","669","0","Apache"
"1707","14.221209526062012","68","0","1","752","22","5","16","0","0","495","0","5","274","8","2660","0","nginx"
"1709","1256.6374826431274","200","0","1","1971","555","204","181","93","0","4687","0","12","276","59","0","1","nginx"
"1713","4.627600431442261","31","1","0","396","45","0","0","0","2","208","0","27","174","2","114","0","Apache"
"1715","53.81983733177185","114","2","0","1960","439","0","0","0","108","1026","2","0","646","0","135","0","nginx"
"1716","26.03372812271118","161","22","0","2292","584","8","0","6","0","1046","0","54","344","1","1590","1","nginx"
"1718","13.894304275512695","83","0","0","1967","0","0","0","0","15","86","0","0","102","1","103","0","nginx"
"1719","40.902759075164795","264","64","1","1772","586","196","649","1399","0","3489","0","0","282","1","742","0","nginx"
"1720","73.2504460811615","480","0","0","4776","4651","2271","2195","1257","0","1785","0","314","1437","5","3870","1","Microsoft-IIS/8.0"
"1721","673.7645876407623","425","114","1","1846","518","314","465","394","0","13534","0","18","617","145","561","1","nginx"
"1722","8.31963062286377","22","0","0","242","91","6","4","65","0","307","0","25","40","1","566","0","Microsoft-IIS/8.5"
